"Country","Year","Sugar Consumption","Body Mass Index","GDP Per Capita","Calories Per Day","Region","Digraph","GDP.sqrt"
"Albania","1980",46.58,25.22533,1060.68460246494,2659.95,"Europe & Central Asia","AL",32.5681531939553
"Albania","1981",46.58,25.23981,1099.51270187282,2747.51,"Europe & Central Asia","AL",33.1589007940978
"Albania","1982",46.58,25.25636,1110.51226134227,2691.75,"Europe & Central Asia","AL",33.3243493761284
"Albania","1983",46.58,25.27176,1101.33565379813,2840.86,"Europe & Central Asia","AL",33.1863775335322
"Albania","1984",46.58,25.27901,1065.23534690326,2758.98,"Europe & Central Asia","AL",32.6379433620328
"Albania","1985",46.58,25.28669,1059.86574438657,2607.83,"Europe & Central Asia","AL",32.5555793127164
"Albania","1986",49.32,25.29451,1091.56055727185,2738.9,"Europe & Central Asia","AL",33.0387735436994
"Albania","1987",49.32,25.30217,1054.24780308217,2552.18,"Europe & Central Asia","AL",32.4691823593107
"Albania","1988",49.32,25.3045,1013.62900810671,2647.18,"Europe & Central Asia","AL",31.8375408614847
"Albania","1989",49.32,25.31944,1092.4745722147,2629.8,"Europe & Central Asia","AL",33.0526031079959
"Albania","1990",52.06,25.32357,977.765529827164,2656.37,"Europe & Central Asia","AL",31.2692425528212
"Albania","1991",38.36,25.28452,687.991872506745,2388.87,"Europe & Central Asia","AL",26.2295991678627
"Albania","1992",52.06,25.23077,643.285847977651,2650.29,"Europe & Central Asia","AL",25.3630804118437
"Albania","1993",79.45,25.21192,714.241431508749,2855.45,"Europe & Central Asia","AL",26.7252957235041
"Albania","1994",101.37,25.22115,784.5831479144,2938.79,"Europe & Central Asia","AL",28.0104114199417
"Albania","1995",54.8,25.25874,899.782936847142,2825.83,"Europe & Central Asia","AL",29.9963820626279
"Albania","1996",68.49,25.31097,990.653204029821,2979.3,"Europe & Central Asia","AL",31.4746438268938
"Albania","1997",60.27,25.33988,895.56097296468,2746.72,"Europe & Central Asia","AL",29.9259247637342
"Albania","1998",60.27,25.39116,1013.51431710214,2790.7,"Europe & Central Asia","AL",31.83573961921
"Albania","1999",57.53,25.46555,1118.17150532779,2891.76,"Europe & Central Asia","AL",33.4390715380644
"Albania","2000",65.75,25.55835,1200.13743711751,2832.07,"Europe & Central Asia","AL",34.6429998285008
"Albania","2001",68.49,25.66701,1281.84280388254,2861.18,"Europe & Central Asia","AL",35.8028323444185
"Albania","2002",71.23,25.77167,1313.72272525926,2864.93,"Europe & Central Asia","AL",36.2453131488646
"Albania","2003",65.75,25.87274,1381.04083217492,2838.24,"Europe & Central Asia","AL",37.1623577316472
"Algeria","1980",82.19,22.25703,1876.07563869197,2657.34,"Middle East & North Africa","DZ",43.313688814184
"Algeria","1981",82.19,22.34745,1869.62127900075,2685.14,"Middle East & North Africa","DZ",43.2391174632502
"Algeria","1982",73.97,22.43647,1924.61408565743,2656.45,"Middle East & North Africa","DZ",43.8704238144268
"Algeria","1983",82.19,22.52105,1963.36510433204,2637.55,"Middle East & North Africa","DZ",44.30987592323
"Algeria","1984",82.19,22.60633,2008.4721757979,2584.16,"Middle East & North Africa","DZ",44.8159812544353
"Algeria","1985",79.45,22.69501,2020.08722020044,2700.86,"Middle East & North Africa","DZ",44.9453804100092
"Algeria","1986",84.93,22.76979,1969.76421690317,2717.66,"Middle East & North Africa","DZ",44.3820258314463
"Algeria","1987",93.15,22.84096,1902.06109765119,2724.66,"Middle East & North Africa","DZ",43.6126254386409
"Algeria","1988",79.45,22.90644,1833.15287804599,2795,"Middle East & North Africa","DZ",42.8153346132667
"Algeria","1989",84.93,22.97931,1864.71258205694,2862.84,"Middle East & North Africa","DZ",43.1823179328871
"Algeria","1990",82.19,23.046,1832.7433693967,2856.21,"Middle East & North Africa","DZ",42.810552080027
"Algeria","1991",79.45,23.11333,1766.66083880419,2835.47,"Middle East & North Africa","DZ",42.0316647160708
"Algeria","1992",73.97,23.18776,1755.97369770475,2972.77,"Middle East & North Africa","DZ",41.9043398433235
"Algeria","1993",76.71,23.25764,1680.37985562909,2971.61,"Middle East & North Africa","DZ",40.992436566141
"Algeria","1994",73.97,23.32273,1630.38150761552,2865.2,"Middle East & North Africa","DZ",40.3779829562538
"Algeria","1995",73.97,23.39526,1660.00419222038,2891.3,"Middle East & North Africa","DZ",40.7431490218954
"Algeria","1996",73.97,23.46811,1698.3338226989,2893.72,"Middle East & North Africa","DZ",41.2108459352499
"Algeria","1997",79.45,23.5416,1690.23753835839,2844.07,"Middle East & North Africa","DZ",41.1124985662315
"Algeria","1998",54.8,23.61592,1750.65089993308,2904.07,"Middle East & North Africa","DZ",41.8407803456518
"Algeria","1999",60.27,23.69486,1781.14246394998,2957.91,"Middle East & North Africa","DZ",42.2035835439359
"Algeria","2000",82.19,23.77659,1794.40523316556,2928.84,"Middle East & North Africa","DZ",42.3604205971277
"Algeria","2001",79.45,23.86256,1814.41513001441,3003.63,"Middle East & North Africa","DZ",42.5959520378922
"Algeria","2002",82.19,23.95294,1871.921986165,3034.33,"Middle East & North Africa","DZ",43.2657137484752
"Algeria","2003",84.93,24.05243,1971.51280258447,3073.26,"Middle East & North Africa","DZ",44.401720716482
"Angola","1985",30.14,20.94857,362.476701449228,1640.78,"Sub-Saharan Africa","AO",19.0388209049097
"Angola","1986",30.14,20.9603,362.354136034834,1598.53,"Sub-Saharan Africa","AO",19.0356018038525
"Angola","1987",30.14,20.98025,381.157524473169,1586.87,"Sub-Saharan Africa","AO",19.5232559905659
"Angola","1988",30.14,21.01375,392.772807154655,1559.92,"Sub-Saharan Africa","AO",19.8184965916856
"Angola","1989",32.88,21.05269,384.42360185914,1540.59,"Sub-Saharan Africa","AO",19.6067233840624
"Angola","1990",35.62,21.09007,372.794513474121,1589.55,"Sub-Saharan Africa","AO",19.3078873384459
"Angola","1991",32.88,21.12136,357.31084753235,1561.63,"Sub-Saharan Africa","AO",18.9026677358607
"Angola","1992",30.14,21.14987,322.09296787346,1576.1,"Sub-Saharan Africa","AO",17.9469487064921
"Angola","1993",27.4,21.13938,234.669407323786,1511.01,"Sub-Saharan Africa","AO",15.3189231776841
"Angola","1994",21.92,21.14186,235.204999150196,1589.52,"Sub-Saharan Africa","AO",15.3363945942388
"Angola","1995",24.66,21.16022,251.897955294535,1634.08,"Sub-Saharan Africa","AO",15.8712934348318
"Angola","1996",27.4,21.19076,272.291191870514,1674.3,"Sub-Saharan Africa","AO",16.5012481912889
"Angola","1997",32.88,21.22621,286.004547251252,1676.52,"Sub-Saharan Africa","AO",16.911668967055
"Angola","1998",30.14,21.27082,297.421277526885,1700.9,"Sub-Saharan Africa","AO",17.2459061091868
"Angola","1999",38.36,21.31954,298.573479294048,1757.79,"Sub-Saharan Africa","AO",17.2792788997125
"Angola","2000",27.4,21.3748,298.405842933873,1763.08,"Sub-Saharan Africa","AO",17.2744274270921
"Angola","2001",32.88,21.43664,297.901683646032,1784.16,"Sub-Saharan Africa","AO",17.2598286099843
"Angola","2002",35.62,21.51765,329.565594272163,1833.9,"Sub-Saharan Africa","AO",18.1539415629819
"Angola","2003",35.62,21.59924,328.777995072601,1857.8,"Sub-Saharan Africa","AO",18.1322363505609
"Antigua and Barbuda","1980",104.11,23.31424,4639.18768603469,1916.45,"America","AG",68.1115826129058
"Antigua and Barbuda","1981",115.07,23.39054,4869.479426267,2015.74,"America","AG",69.7816553706416
"Antigua and Barbuda","1982",93.15,23.45883,4936.89236411724,1896.1,"America","AG",70.2630227368368
"Antigua and Barbuda","1983",84.93,23.53735,5244.92902943782,1964.98,"America","AG",72.4218822555574
"Antigua and Barbuda","1984",76.71,23.63584,5850.6561137711,2182.71,"America","AG",76.4895817335348
"Antigua and Barbuda","1985",79.45,23.73109,6422.81185867619,2126.31,"America","AG",80.1424472965244
"Antigua and Barbuda","1986",79.45,23.83449,7360.34615736232,2180.11,"America","AG",85.7924597931678
"Antigua and Barbuda","1987",68.49,23.93649,8097.6520812702,2196.5,"America","AG",89.9869550616655
"Antigua and Barbuda","1988",82.19,24.05364,8651.25070836931,2364.34,"America","AG",93.0120997955068
"Antigua and Barbuda","1989",84.93,24.16347,9220.86107524723,2489.2,"America","AG",96.0253147625522
"Antigua and Barbuda","1990",87.67,24.26782,9454.02124577918,2474.33,"America","AG",97.2317913327692
"Antigua and Barbuda","1991",87.67,24.36568,9561.69316898228,2557.14,"America","AG",97.7839105833996
"Antigua and Barbuda","1992",87.67,24.45644,9484.40312300584,2510.77,"America","AG",97.3879002905692
"Antigua and Barbuda","1993",82.19,24.54096,9775.60140007079,2323.21,"America","AG",98.8716410305341
"Antigua and Barbuda","1994",87.67,24.60945,10136.6996402576,2234.21,"America","AG",100.681178182705
"Antigua and Barbuda","1995",90.41,24.66461,9466.09534149999,2184.22,"America","AG",97.2938607595566
"Antigua and Barbuda","1996",90.41,24.72544,9844.76196919292,2170.37,"America","AG",99.2207738792281
"Antigua and Barbuda","1997",87.67,24.78714,10058.4873217928,2179.33,"America","AG",100.292010259007
"Antigua and Barbuda","1998",93.15,24.84936,10237.410986247,2182.8,"America","AG",101.180091847394
"Antigua and Barbuda","1999",90.41,24.91721,9863.38799350069,2200.01,"America","AG",99.3145910402932
"Antigua and Barbuda","2000",93.15,24.99158,10143.3680764924,2178.78,"America","AG",100.714289336183
"Antigua and Barbuda","2001",93.15,25.05857,9639.57766628839,2077.87,"America","AG",98.1813509088584
"Antigua and Barbuda","2002",93.15,25.13039,9753.3083112259,2073.33,"America","AG",98.7588391549126
"Antigua and Barbuda","2003",95.89,25.20713,10241.6848388146,2077.55,"America","AG",101.201209670708
"Argentina","1980",109.59,25.37913,7540.68526345994,3221.99,"America","AR",86.8371191568441
"Argentina","1981",101.37,25.44951,7004.45874005954,3201.05,"America","AR",83.6926444800231
"Argentina","1982",101.37,25.50242,6556.34758572893,3064.79,"America","AR",80.9712763004816
"Argentina","1983",109.59,25.55644,6707.05685968279,2999.66,"America","AR",81.8966230053644
"Argentina","1984",112.33,25.61271,6751.82011144354,3046.75,"America","AR",82.1694597246662
"Argentina","1985",112.33,25.66593,6146.15545473564,3130.71,"America","AR",78.3974199494833
"Argentina","1986",115.07,25.72364,6531.92642240356,3044.29,"America","AR",80.8203342136344
"Argentina","1987",106.85,25.78529,6623.37450644778,3113.49,"America","AR",81.3841170404139
"Argentina","1988",101.37,25.84428,6360.58861896237,3028.9,"America","AR",79.7532984832751
"Argentina","1989",101.37,25.8851,5800.05698166249,2980.35,"America","AR",76.1581051606622
"Argentina","1990",115.07,25.92482,5581.96234144295,2924.8,"America","AR",74.7125313548065
"Argentina","1991",112.33,25.99177,6203.44566219025,3024.96,"America","AR",78.7619556777906
"Argentina","1992",115.07,26.07642,6851.75258604903,3087.95,"America","AR",82.7753138686229
"Argentina","1993",117.81,26.17288,7162.0934206128,3123.27,"America","AR",84.6291523094306
"Argentina","1994",123.29,26.27872,7483.56091757193,3162.52,"America","AR",86.5075772263443
"Argentina","1995",128.77,26.37522,7179.93882619264,3168.17,"America","AR",84.7345196846754
"Argentina","1996",123.29,26.47182,7484.00401577227,3162.69,"America","AR",86.510138225368
"Argentina","1997",120.55,26.57778,7994.11554715093,3135.69,"America","AR",89.4098179572631
"Argentina","1998",117.81,26.68714,8205.47458961526,3166.62,"America","AR",90.5840747019875
"Argentina","1999",128.77,26.79005,7839.51493813364,3266.75,"America","AR",88.5410353346607
"Argentina","2000",128.77,26.88103,7695.59407267269,3271.7,"America","AR",87.7245351807161
"Argentina","2001",128.77,26.96067,7283.06291621498,3183.34,"America","AR",85.3408631091518
"Argentina","2002",126.03,26.99882,6428.39383594975,2965.9,"America","AR",80.1772650815039
"Argentina","2003",112.33,27.04738,6933.15559388456,3059.74,"America","AR",83.265572680938
"Armenia","1992",13.7,24.12982,419.976581693147,1833.98,"Europe & Central Asia","AM",20.4933301757705
"Armenia","1993",5.48,24.05854,392.060864781953,1868.46,"Europe & Central Asia","AM",19.800526881423
"Armenia","1994",21.92,24.02297,423.25773974768,1945.81,"Europe & Central Asia","AM",20.5732287147079
"Armenia","1995",32.88,24.0157,461.919360471551,1951.48,"Europe & Central Asia","AM",21.4923093331441
"Armenia","1996",49.32,24.02627,496.87291122969,1971.03,"Europe & Central Asia","AM",22.2906462721405
"Armenia","1997",49.32,24.03885,519.490892220574,2169.53,"Europe & Central Asia","AM",22.7923428418531
"Armenia","1998",52.06,24.071,562.027614863381,2174.77,"Europe & Central Asia","AM",23.7071216064579
"Armenia","1999",54.8,24.11699,584.045435432952,2164.38,"Europe & Central Asia","AM",24.167031994702
"Armenia","2000",54.8,24.18045,621.424826318947,2133.45,"Europe & Central Asia","AM",24.928393977931
"Armenia","2001",54.8,24.2667,683.096784161538,2149.52,"Europe & Central Asia","AM",26.1361202966611
"Armenia","2002",54.8,24.37698,774.369977879905,2150.57,"Europe & Central Asia","AM",27.8275039822099
"Armenia","2003",57.53,24.50332,883.245701378816,2295.14,"Europe & Central Asia","AM",29.7194498835159
"Australia","1980",153.43,24.92729,14555.9477005139,3067.6,"East Asia & Pacific","AU",120.648032310991
"Australia","1981",147.95,25.00216,14814.0730690976,3079.17,"East Asia & Pacific","AU",121.713076820437
"Australia","1982",145.21,25.0766,15040.8482193504,3108.89,"East Asia & Pacific","AU",122.641135918379
"Australia","1983",136.99,25.14938,14510.143695784,3049.26,"East Asia & Pacific","AU",120.458057828374
"Australia","1984",142.47,25.22894,15027.669488976,3100.27,"East Asia & Pacific","AU",122.58739531035
"Australia","1985",142.47,25.31849,15574.4414435333,3134.12,"East Asia & Pacific","AU",124.797601914193
"Australia","1986",136.99,25.41017,16024.0340185151,3088.53,"East Asia & Pacific","AU",126.586073556751
"Australia","1987",131.51,25.50528,16195.4682147772,3113.5,"East Asia & Pacific","AU",127.261416834708
"Australia","1988",134.25,25.60001,16832.6986516035,3121.54,"East Asia & Pacific","AU",129.74089043784
"Australia","1989",136.99,25.7005,17199.9110242552,3141.58,"East Asia & Pacific","AU",131.148431268754
"Australia","1990",136.99,25.80568,17553.3768417308,3177.79,"East Asia & Pacific","AU",132.489157449698
"Australia","1991",131.51,25.90295,17270.3286983103,3109.4,"East Asia & Pacific","AU",131.416622610347
"Australia","1992",139.73,26.00624,17137.5584978868,3116.99,"East Asia & Pacific","AU",130.910498043078
"Australia","1993",126.03,26.10586,17669.3198978354,3044.14,"East Asia & Pacific","AU",132.925994063747
"Australia","1994",120.55,26.20077,18191.1645734755,3038.66,"East Asia & Pacific","AU",134.874625387711
"Australia","1995",131.51,26.29241,18690.4365842162,3081.55,"East Asia & Pacific","AU",136.712971528733
"Australia","1996",123.29,26.38256,19183.1403882777,3056.62,"East Asia & Pacific","AU",138.503214360814
"Australia","1997",134.25,26.47351,19709.6605048556,3091.38,"East Asia & Pacific","AU",140.391098381826
"Australia","1998",131.51,26.56314,20387.7728439909,3015.25,"East Asia & Pacific","AU",142.785758547521
"Australia","1999",117.81,26.65506,21154.758050783,3013.15,"East Asia & Pacific","AU",145.446753318123
"Australia","2000",123.29,26.74486,21708.0372555598,3002.91,"East Asia & Pacific","AU",147.336476323957
"Australia","2001",123.29,26.84397,21824.0860667657,3080.42,"East Asia & Pacific","AU",147.72977379921
"Australia","2002",126.03,26.93858,22402.991019202,3073.21,"East Asia & Pacific","AU",149.676287431249
"Australia","2003",128.77,27.03801,22825.5710218865,3134.09,"East Asia & Pacific","AU",151.081339092181
"Austria","1980",123.29,24.84097,15628.1185250898,3351.86,"Europe & Central Asia","AT",125.012473478009
"Austria","1981",117.81,24.8811,15565.8216667055,3344.87,"Europe & Central Asia","AT",124.763062108564
"Austria","1982",120.55,24.93482,15867.506152113,3397.7,"Europe & Central Asia","AT",125.966289744967
"Austria","1983",112.33,24.98118,16365.6868276874,3358.35,"Europe & Central Asia","AT",127.928444169729
"Austria","1984",112.33,25.02208,16375.1091372363,3361.8,"Europe & Central Asia","AT",127.965265354456
"Austria","1985",106.85,25.06015,16776.3919415574,3375.14,"Europe & Central Asia","AT",129.523711889203
"Austria","1986",109.59,25.1068,17151.5794922359,3428.75,"Europe & Central Asia","AT",130.964038927623
"Austria","1987",109.59,25.14747,17373.3571722407,3417,"Europe & Central Asia","AT",131.808031516447
"Austria","1988",117.81,25.19333,17920.573939678,3416.11,"Europe & Central Asia","AT",133.867747944298
"Austria","1989",115.07,25.24928,18533.4758018163,3476.77,"Europe & Central Asia","AT",136.137708963447
"Austria","1990",117.81,25.30882,19192.0717206543,3508.77,"Europe & Central Asia","AT",138.535452937702
"Austria","1991",117.81,25.37186,19655.3656633117,3558.53,"Europe & Central Asia","AT",140.197595069643
"Austria","1992",117.81,25.43668,19847.2201845336,3554.55,"Europe & Central Asia","AT",140.880162494702
"Austria","1993",115.07,25.50507,19787.925799109,3522.21,"Europe & Central Asia","AT",140.669562447279
"Austria","1994",131.51,25.56626,20185.4180614586,3584.52,"Europe & Central Asia","AT",142.075395693479
"Austria","1995",128.77,25.61814,20692.2563127447,3606.67,"Europe & Central Asia","AT",143.848032008591
"Austria","1996",128.77,25.6641,21174.0521187142,3641.66,"Europe & Central Asia","AT",145.513065113461
"Austria","1997",126.03,25.71737,21638.408302589,3591.72,"Europe & Central Asia","AT",147.099994230418
"Austria","1998",123.29,25.75996,22432.9107221918,3726.51,"Europe & Central Asia","AT",149.776202122339
"Austria","1999",123.29,25.81773,23181.693164153,3790.66,"Europe & Central Asia","AT",152.255355124715
"Austria","2000",126.03,25.87471,23974.1830690696,3809.1,"Europe & Central Asia","AT",154.835987641987
"Austria","2001",123.29,25.93806,24087.3553798164,3816.93,"Europe & Central Asia","AT",155.201016039897
"Austria","2002",120.55,25.99583,24375.1138351038,3743.9,"Europe & Central Asia","AT",156.125314523635
"Austria","2003",123.29,26.06356,24466.7062975407,3714.35,"Europe & Central Asia","AT",156.418369437674
"Azerbaijan","1992",35.62,24.81781,932.256869280978,2303.97,"Europe & Central Asia","AZ",30.5328817716405
"Azerbaijan","1993",30.14,24.7625,706.096950066143,2217.92,"Europe & Central Asia","AZ",26.572484830481
"Azerbaijan","1994",30.14,24.69113,559.383164738559,2100.15,"Europe & Central Asia","AZ",23.6512825178374
"Azerbaijan","1995",32.88,24.61946,487.726363307952,2148.47,"Europe & Central Asia","AZ",22.0845276903979
"Azerbaijan","1996",35.62,24.55527,489.102589765283,2265.03,"Europe & Central Asia","AZ",22.1156639006222
"Azerbaijan","1997",41.1,24.49745,512.502637935773,2083.84,"Europe & Central Asia","AZ",22.6385211075232
"Azerbaijan","1998",38.36,24.47179,558.427420950344,2133.11,"Europe & Central Asia","AZ",23.6310689760397
"Azerbaijan","1999",32.88,24.47842,594.51067106531,2296.13,"Europe & Central Asia","AZ",24.3825895069681
"Azerbaijan","2000",27.4,24.51287,655.097432602586,2406.22,"Europe & Central Asia","AZ",25.5948712167611
"Azerbaijan","2001",32.88,24.57202,714.395687253877,2479.61,"Europe & Central Asia","AZ",26.7281815179012
"Azerbaijan","2002",46.58,24.66021,784.247892619232,2647.96,"Europe & Central Asia","AZ",28.0044263040547
"Azerbaijan","2003",43.84,24.77164,865.501273665827,2747.47,"Europe & Central Asia","AZ",29.4194030134166
"Bahamas","1980",139.73,24.21064,17954.4174412846,2639.8,"America","BS",133.994094800049
"Bahamas","1981",128.77,24.30814,15939.8664760478,2499.44,"America","BS",126.253184023405
"Bahamas","1982",136.99,24.4275,16632.4225195594,2761.7,"America","BS",128.966749666569
"Bahamas","1983",126.03,24.54415,16855.9740960034,2697.75,"America","BS",129.830559176195
"Bahamas","1984",134.25,24.66558,18841.5161158178,2667.08,"America","BS",137.264402216371
"Bahamas","1985",147.95,24.78408,19359.4994960515,2713.15,"America","BS",139.138418476176
"Bahamas","1986",117.81,24.90724,19341.5905138012,2752.62,"America","BS",139.074046873603
"Bahamas","1987",115.07,25.03166,19571.0527767276,2747.89,"America","BS",139.896578859984
"Bahamas","1988",131.51,25.14778,19685.3614528794,2799.78,"America","BS",140.304531120272
"Bahamas","1989",139.73,25.26173,20653.8658026397,2788.45,"America","BS",143.714528850216
"Bahamas","1990",134.25,25.35641,19970.508333555,2714.49,"America","BS",141.317048984031
"Bahamas","1991",123.29,25.44039,18789.3494925558,2606.63,"America","BS",137.07424810137
"Bahamas","1992",117.81,25.51294,17736.2815900854,2501.14,"America","BS",133.177631718263
"Bahamas","1993",109.59,25.58479,17466.2108132342,2419.88,"America","BS",132.159792725451
"Bahamas","1994",106.85,25.65514,17707.1347614312,2421.11,"America","BS",133.06815833035
"Bahamas","1995",126.03,25.72418,18195.2476498066,2526.38,"America","BS",134.88976110071
"Bahamas","1996",131.51,25.79938,18702.8149550009,2527.05,"America","BS",136.758235419301
"Bahamas","1997",117.81,25.89374,18853.2426593671,2624.27,"America","BS",137.307110738545
"Bahamas","1998",120.55,25.99417,19514.567951781,2564.69,"America","BS",139.694552333944
"Bahamas","1999",117.81,26.1208,20665.6936605862,2649.65,"America","BS",143.755673490079
"Bahamas","2000",117.81,26.25748,21258.2924297247,2709.89,"America","BS",145.802237396155
"Bahamas","2001",112.33,26.38653,21530.3738035945,2714.45,"America","BS",146.732320241978
"Bahamas","2002",104.11,26.51184,21809.3471750373,2684.17,"America","BS",147.679880738838
"Bahamas","2003",126.03,26.62607,21228.0756889165,2669.14,"America","BS",145.698578197992
"Bangladesh","1980",21.92,20.51918,253.782281488064,1845.76,"South Asia","BD",15.930545548978
"Bangladesh","1981",21.92,20.47766,256.250629007411,1823.12,"South Asia","BD",16.0078302404608
"Bangladesh","1982",21.92,20.43741,255.338612691813,1853.84,"South Asia","BD",15.9793182799459
"Bangladesh","1983",21.92,20.40075,258.598376375623,1874.22,"South Asia","BD",16.0809942595482
"Bangladesh","1984",21.92,20.36524,264.823424637504,1853.29,"South Asia","BD",16.2733962232075
"Bangladesh","1985",19.18,20.32983,266.086821040315,1892.02,"South Asia","BD",16.3121678829123
"Bangladesh","1986",21.92,20.29654,269.955919614863,1895.7,"South Asia","BD",16.4303353469996
"Bangladesh","1987",21.92,20.26401,272.547567158472,1965.83,"South Asia","BD",16.509014724037
"Bangladesh","1988",21.92,20.23497,271.105771903368,1945.62,"South Asia","BD",16.4652899125211
"Bangladesh","1989",21.92,20.20736,271.091712228177,1930.87,"South Asia","BD",16.4648629580746
"Bangladesh","1990",21.92,20.18246,280.173683718706,1959.5,"South Asia","BD",16.7383895198644
"Bangladesh","1991",19.18,20.15921,282.779040472828,1968.13,"South Asia","BD",16.8160352185891
"Bangladesh","1992",19.18,20.14118,290.40821182653,1966.85,"South Asia","BD",17.041367663029
"Bangladesh","1993",19.18,20.12952,297.168501291737,1875.57,"South Asia","BD",17.2385759647291
"Bangladesh","1994",19.18,20.11823,302.818723633358,1870.74,"South Asia","BD",17.4016873789112
"Bangladesh","1995",16.44,20.1077,311.166570484931,1910.86,"South Asia","BD",17.6399141291825
"Bangladesh","1996",16.44,20.10489,318.920469192019,1918.12,"South Asia","BD",17.8583445255158
"Bangladesh","1997",19.18,20.11304,329.39604503102,1965.75,"South Asia","BD",18.1492711983435
"Bangladesh","1998",19.18,20.12622,339.858320082232,2028.86,"South Asia","BD",18.4352466780955
"Bangladesh","1999",16.44,20.13361,349.650741351404,2136.9,"South Asia","BD",18.6989502740503
"Bangladesh","2000",16.44,20.14774,363.639927319238,2125.16,"South Asia","BD",19.0693452252362
"Bangladesh","2001",19.18,20.16802,375.993460120693,2196.2,"South Asia","BD",19.3905507946704
"Bangladesh","2002",13.7,20.18621,385.806043171004,2179.58,"South Asia","BD",19.6419460128319
"Bangladesh","2003",16.44,20.20948,399.395956649274,2213.66,"South Asia","BD",19.9848932108549
"Barbados","1980",178.08,24.36372,7861.83475131317,3168.67,"America","BB",88.6669879454195
"Barbados","1981",189.04,24.43455,7581.70030327532,3072.42,"America","BB",87.0729596561144
"Barbados","1982",178.08,24.49314,7170.53953468073,2859.55,"America","BB",84.6790383429142
"Barbados","1983",186.3,24.54713,7148.99774759835,2981.05,"America","BB",84.5517459760492
"Barbados","1984",164.38,24.59913,7353.51925065996,2890.58,"America","BB",85.752663227797
"Barbados","1985",161.64,24.64998,7356.83353598602,2942.18,"America","BB",85.7719857295261
"Barbados","1986",164.38,24.71728,8015.60127335046,3057.06,"America","BB",89.5298903905867
"Barbados","1987",156.16,24.77976,8063.65339282075,3131.01,"America","BB",89.7978473729786
"Barbados","1988",164.38,24.84265,8533.74312322608,3048.33,"America","BB",92.3782610965701
"Barbados","1989",150.69,24.9079,8930.25644913022,3120.67,"America","BB",94.500034122376
"Barbados","1990",142.47,24.96113,8471.0886266522,3111.36,"America","BB",92.0385170819924
"Barbados","1991",123.29,25.00859,8197.55478318663,3046.86,"America","BB",90.5403489234862
"Barbados","1992",136.99,25.05249,7765.99956953561,2948.54,"America","BB",88.1249089051195
"Barbados","1993",126.03,25.09414,7820.32960725024,2924.87,"America","BB",88.4326275039379
"Barbados","1994",136.99,25.14401,8107.89161444088,2919.48,"America","BB",90.043831629051
"Barbados","1995",136.99,25.20411,8204.3752257857,2942.1,"America","BB",90.5780063027758
"Barbados","1996",156.16,25.2685,8328.88574351148,2975.48,"America","BB",91.2627292135814
"Barbados","1997",158.9,25.35236,8833.04760168644,3124.13,"America","BB",93.9842944416057
"Barbados","1998",145.21,25.42067,9166.79771392184,2976.84,"America","BB",95.7433951451579
"Barbados","1999",147.95,25.51681,9375.6582203758,3100.64,"America","BB",96.8279826309306
"Barbados","2000",147.95,25.60292,9565.4012283607,3025.07,"America","BB",97.8028692235596
"Barbados","2001",150.69,25.6891,9058.9002406341,3056.44,"America","BB",95.1782550829448
"Barbados","2002",156.16,25.77615,8717.53463928211,3056.06,"America","BB",93.3677387499671
"Barbados","2003",156.16,25.8702,8873.56807775371,3113.39,"America","BB",94.1996182463268
"Belarus","1992",98.63,25.07413,1255.81854604936,3132.64,"Europe & Central Asia","BY",35.4375301911598
"Belarus","1993",95.89,25.09742,1157.76976796472,3216.88,"Europe & Central Asia","BY",34.0260160460304
"Belarus","1994",79.45,25.10406,1023.510248328,3134.17,"Europe & Central Asia","BY",31.9923467149254
"Belarus","1995",104.11,25.10237,920.033904399335,3181.86,"Europe & Central Asia","BY",30.3320606685292
"Belarus","1996",104.11,25.11362,948.95991524088,3279.61,"Europe & Central Asia","BY",30.8051929914565
"Belarus","1997",115.07,25.14026,1061.6344836489,3269.1,"Europe & Central Asia","BY",32.5827329063862
"Belarus","1998",120.55,25.17221,1156.29782312507,3218.1,"Europe & Central Asia","BY",34.004379469784
"Belarus","1999",87.67,25.20688,1199.66285157966,3059.13,"Europe & Central Asia","BY",34.636149491242
"Belarus","2000",104.11,25.25472,1273.0491239487,2988.59,"Europe & Central Asia","BY",35.6798139561952
"Belarus","2001",109.59,25.32148,1337.84995873794,3040.1,"Europe & Central Asia","BY",36.5766313202561
"Belarus","2002",106.85,25.4016,1411.75673583708,2968.65,"Europe & Central Asia","BY",37.5733514054453
"Belarus","2003",90.41,25.48133,1518.99982025998,2777.67,"Europe & Central Asia","BY",38.9743482339343
"Belgium","1980",101.37,25.09879,15524.9596437717,3310.13,"Europe & Central Asia","BE",124.5991959997
"Belgium","1981",101.37,25.12474,15482.0092536912,3305.51,"Europe & Central Asia","BE",124.426722426058
"Belgium","1982",106.85,25.16059,15578.3583245489,3425.98,"Europe & Central Asia","BE",124.813293861467
"Belgium","1983",106.85,25.18982,15628.1798291525,3377.71,"Europe & Central Asia","BE",125.012718669552
"Belgium","1984",101.37,25.21949,16013.8710261133,3458.1,"Europe & Central Asia","BE",126.545924573308
"Belgium","1985",106.85,25.25266,16273.5389744924,3452.63,"Europe & Central Asia","BE",127.567781882779
"Belgium","1986",109.59,25.28532,16564.2608584358,3450.55,"Europe & Central Asia","BE",128.702217768132
"Belgium","1987",109.59,25.32356,16931.9009805962,3462.53,"Europe & Central Asia","BE",130.122638232539
